Date,Symbol,Open,High,Low,Close,Volume
2000-01-03,WIPRO,2724.0,2724.2,2724.0,2724.2,1599
2000-01-03,ZEETELE,1175.0,1179.95,1160.0,1179.95,1261391
2000-01-04,ASIANPAINT,380.0,392.0,375.0,385.55,4818
2000-01-04,BAJAUTOFIN,53.2,53.2,47.9,48.1,5000
2000-01-04,BPCL,397.75,397.75,367.4,370.5,22820
2000-01-04,BRITANNIA,710.0,770.0,710.0,754.55,8135
2000-01-04,CIPLA,1537.0,1537.0,1430.0,1465.25,30215
2000-01-04,DRREDDY,1590.0,1628.95,1510.0,1628.95,57142
2000-01-04,EICHERMOT,52.0,52.75,50.15,51.4,49100
2000-01-04,GAIL,69.85,72.9,66.0,66.35,98097
2000-01-04,GRASIM,437.5,440.0,420.05,437.15,126117
2000-01-04,HDFC,317.0,317.0,297.0,304.05,255251
2000-01-04,HDFCBANK,182.0,183.45,171.0,173.8,168710
2000-01-04,HEROHONDA,1200.0,1220.0,1176.0,1199.85,19849
2000-01-04,HINDALC0,879.0,930.0,870.0,900.35,70944
2000-01-04,HINDLEVER,2381.0,2381.0,2250.0,2281.05,58514
2000-01-04,ICICIBANK,73.05,78.5,71.0,73.05,296264
2000-01-04,INDUSINDBK,30.85,31.25,27.9,30.25,182693
2000-01-04,INFOSYSTCH,16800.0,16875.25,16253.0,16855.9,56186
2000-01-04,IOC,260.0,268.0,254.1,264.4,24400
2000-01-04,ITC,714.0,729.0,694.3,712.35,712637
2000-01-04,KOTAKMAH,247.7,247.7,225.25,246.95,73681
2000-01-04,M&M,489.6,489.65,489.6,489.65,37470
2000-01-04,ONGC,201.5,209.7,201.0,206.55,17900
2000-01-04,RELIANCE,258.4,271.85,251.3,271.85,9487878
2000-01-04,SBIN,243.65,262.0,238.85,259.1,4495741
2000-01-04,SESAGOA,113.75,116.0,108.0,114.7,22366
2000-01-04,SHREECEM,65.6,66.0,59.6,59.85,23525
2000-01-04,SUNPHARMA,1960.0,1960.0,1763.0,1810.45,5787
2000-01-04,TELCO,217.0,219.0,206.0,208.2,679215
2000-01-04,TISCO,150.1,153.0,143.05,150.8,1555136
2000-01-04,TITAN,152.0,152.0,144.0,147.4,26300
2000-01-04,UTIBANK,27.0,28.7,26.5,26.85,234500
2000-01-04,WIPRO,2942.15,2942.15,2942.15,2942.15,4392
2000-01-04,ZEETELE,1220.0,1274.35,1183.1,1260.65,4616547
2000-01-05,ASIANPAINT,371.5,390.0,371.5,383.0,2628
2000-01-05,BAJAUTOFIN,46.55,47.4,44.6,44.6,3500
2000-01-05,BPCL,350.0,385.0,350.0,359.95,152538
2000-01-05,BRITANNIA,755.0,759.0,705.0,735.3,6095
2000-01-05,CIPLA,1474.0,1474.0,1365.0,1435.05,33799
2000-01-05,DRREDDY,1549.0,1650.0,1499.0,1568.05,119697
2000-01-05,EICHERMOT,55.0,55.55,51.05,55.55,47800
2000-01-05,GAIL,68.35,68.7,61.1,63.2,92690
2000-01-05,GRASIM,420.1,447.9,412.0,439.6,163877
2000-01-05,HDFC,290.0,303.9,285.0,292.8,269087
2000-01-05,HDFCBANK,170.0,173.9,165.0,166.95,159820
2000-01-05,HEROHONDA,1155.0,1178.0,1140.0,1143.8,2525
2000-01-05,HINDALC0,835.0,972.4,835.0,972.35,153030
2000-01-05,HINDLEVER,2200.0,2250.0,2105.0,2199.9,80296
2000-01-05,ICICIBANK,70.0,73.5,67.5,69.5,227624
2000-01-05,INDUSINDBK,29.9,30.0,27.85,28.15,162820
2000-01-05,INFOSYSTCH,15701.0,16250.0,15507.45,15507.45,164605
2000-01-05,IOC,264.9,265.0,257.0,261.3,18900
2000-01-05,ITC,716.25,758.9,660.0,726.2,1382149
2000-01-05,KOTAKMAH,229.0,240.0,227.2,228.4,105799
2000-01-05,M&M,528.85,528.85,451.15,514.85,227621
2000-01-05,ONGC,201.0,223.1,200.5,223.1,27000
2000-01-05,RELIANCE,256.65,287.9,256.65,282.5,26833684
2000-01-05,SBIN,249.0,264.7,245.0,248.45,3434058
2000-01-05,SESAGOA,107.55,115.85,107.55,114.0,18305
2000-01-05,SHREECEM,59.1,61.0,59.0,60.0,23535
2000-01-05,SUNPHARMA,1845.0,1845.0,1740.0,1746.9,6105
2000-01-05,TELCO,194.0,217.8,194.0,213.25,1120951
2000-01-05,TISCO,144.6,162.9,144.6,156.55,3840284
2000-01-05,TITAN,144.0,148.8,136.0,138.4,20600
2000-01-05,UTIBANK,26.0,27.75,25.5,26.3,170100
2000-01-05,WIPRO,2942.15,3177.55,2715.0,2990.1,132297
2000-01-05,ZEETELE,1160.55,1317.7,1159.8,1176.55,8763127
2000-01-06,ASIANPAINT,384.9,384.9,374.5,377.5,3354
2000-01-06,BAJAUTOFIN,43.5,46.0,42.1,45.25,6200
2000-01-06,BPCL,362.0,384.0,362.0,380.3,59554
2000-01-06,BRITANNIA,740.0,794.15,740.0,785.65,19697
2000-01-06,CIPLA,1434.0,1435.0,1349.0,1355.85,33083
2000-01-06,DRREDDY,1599.0,1693.5,1571.0,1661.55,121966
2000-01-06,EICHERMOT,59.75,60.0,57.3,60.0,106200
2000-01-06,GAIL,64.8,67.0,63.0,64.95,173654
2000-01-06,GRASIM,449.9,474.8,449.9,474.8,44248
2000-01-06,HDFC,301.0,314.0,295.0,296.45,305916
2000-01-06,HDFCBANK,168.0,170.0,165.3,168.3,85026
2000-01-06,HEROHONDA,1183.0,1189.95,1150.25,1161.4,4375
2000-01-06,HINDALC0,1050.15,1050.15,1015.1,1048.45,129708
2000-01-06,HINDLEVER,2224.9,2360.0,2210.0,2288.2,190032
2000-01-06,ICICIBANK,71.0,74.0,69.55,70.05,275149
2000-01-06,INDUSINDBK,29.25,29.35,27.95,28.0,87901
2000-01-06,INFOSYSTCH,15256.65,15300.0,14266.85,14266.85,81997
2000-01-06,IOC,258.0,263.0,256.05,260.1,18150
2000-01-06,ITC,741.0,784.3,741.0,784.3,721618
2000-01-06,KOTAKMAH,235.1,239.0,217.0,225.9,40202
2000-01-06,M&M,528.0,550.0,518.0,524.55,198870
2000-01-06,ONGC,234.0,234.9,217.6,219.3,35600
2000-01-06,RELIANCE,289.0,300.7,289.0,294.35,15682286
2000-01-06,SBIN,252.0,268.0,252.0,261.0,6658801
2000-01-06,SESAGOA,112.0,123.1,112.0,119.3,25800
2000-01-06,SHREECEM,58.1,62.0,58.1,60.6,8931
2000-01-06,SUNPHARMA,1750.0,1795.0,1735.0,1745.2,3472
2000-01-06,TELCO,215.0,229.9,215.0,222.1,1968998
2000-01-06,TISCO,158.95,169.1,158.95,168.25,2560449
2000-01-06,TITAN,142.0,149.5,141.0,149.5,31600
2000-01-06,UTIBANK,25.8,27.0,25.8,25.95,102100
2000-01-06,WIPRO,3144.7,3183.0,2790.0,2932.25,72840
2000-01-06,ZEETELE,1195.0,1200.0,1095.0,1115.45,5164020
2000-01-07,ASIANPAINT,376.0,390.0,370.0,385.7,9589
2000-01-07,BAJAUTOFIN,48.0,48.0,42.0,42.9,3500
2000-01-07,BPCL,369.0,390.0,366.0,379.85,43187
2000-01-07,BRITANNIA,808.0,848.5,798.0,848.5,33107
2000-01-07,CIPLA,1370.0,1389.9,1247.4,1247.55,66536
2000-01-07,DRREDDY,1685.0,1685.0,1528.65,1529.1,79641
2000-01-07,EICHERMOT,64.0,64.8,60.1,64.65,115500
2000-01-07,GAIL,65.9,65.9,62.0,62.65,86590
2000-01-07,GRASIM,472.0,512.8,472.0,512.8,188564
2000-01-07,HDFC,290.0,296.35,281.0,286.55,197039
2000-01-07,HDFCBANK,162.15,171.0,162.15,168.35,85144
2000-01-07,HEROHONDA,1140.0,1140.0,1069.0,1106.55,9093
2000-01-07,HINDALC0,1096.0,1120.0,1015.0,1094.95,138829
2000-01-07,HINDLEVER,2300.0,2452.0,2282.25,2412.95,192582
2000-01-07,ICICIBANK,69.0,72.5,66.0,67.4,138809
2000-01-07,INDUSINDBK,27.2,28.0,26.5,27.05,65684
2000-01-07,INFOSYSTCH,13125.5,13125.5,13125.5,13125.5,7589
2000-01-07,IOC,259.9,267.0,253.25,264.45,17650
2000-01-07,ITC,832.4,847.05,824.0,847.05,231209
2000-01-07,KOTAKMAH,213.0,219.0,207.85,208.85,24463
2000-01-07,M&M,515.0,522.0,490.0,496.4,91052
2000-01-07,ONGC,223.0,223.0,213.0,215.75,11400
2000-01-07,RELIANCE,295.0,317.9,293.0,314.55,19870977
2000-01-07,SBIN,261.5,279.9,255.0,273.3,7873985
2000-01-07,SESAGOA,119.85,120.0,114.05,116.5,17361
2000-01-07,SHREECEM,60.0,61.95,57.05,60.45,5115
2000-01-07,SUNPHARMA,1705.0,1705.0,1605.6,1605.6,4125
2000-01-07,TELCO,224.0,239.9,223.1,239.9,2199431
2000-01-07,TISCO,173.4,179.0,166.3,171.95,3641691
2000-01-07,TITAN,149.5,153.0,145.0,146.35,36600
2000-01-07,UTIBANK,25.0,26.0,24.25,24.8,62600
2000-01-07,WIPRO,2751.0,2751.0,2697.7,2697.7,10110
2000-01-07,ZEETELE,1097.1,1097.1,1026.25,1026.25,755129
2000-01-10,ASIANPAINT,415.0,416.6,409.0,415.0,60313
2000-01-10,BAJAUTOFIN,42.05,44.9,41.0,42.9,4700
2000-01-10,BPCL,380.0,394.5,380.0,384.95,52234
2000-01-10,BRITANNIA,900.0,916.4,865.0,912.2,29575
2000-01-10,CIPLA,1288.0,1299.0,1191.0,1205.9,105912
2000-01-10,DRREDDY,1560.0,1560.0,1407.5,1503.9,62612
2000-01-10,EICHERMOT,67.95,68.5,61.5,65.5,107100
2000-01-10,GAIL,64.95,64.95,62.0,62.3,85104
2000-01-10,GRASIM,553.8,553.85,475.0,501.95,368433
2000-01-10,HDFC,292.0,296.0,285.0,287.2,133363
2000-01-10,HDFCBANK,172.9,179.5,165.0,165.9,100434
2000-01-10,HEROHONDA,1105.05,1135.0,1100.0,1126.35,11113
2000-01-10,HINDALC0,1124.0,1124.0,1015.0,1022.9,43684
2000-01-10,HINDLEVER,2445.0,2499.0,2410.0,2431.25,86591
2000-01-10,ICICIBANK,67.0,71.0,67.0,69.9,249656
2000-01-10,INDUSINDBK,28.0,28.05,27.15,27.5,87142
2000-01-10,INFOSYSTCH,13125.5,14175.5,12075.5,13757.3,236175
2000-01-10,IOC,252.1,259.5,250.6,251.35,23550
2000-01-10,ITC,911.15,914.85,875.0,914.85,1219818
2000-01-10,KOTAKMAH,215.0,219.0,192.15,192.15,12408
2000-01-10,M&M,509.9,535.0,491.7,497.2,83454
2000-01-10,ONGC,205.0,218.0,205.0,209.5,40000
2000-01-10,RELIANCE,317.4,318.7,305.3,308.5,13417057
2000-01-10,SBIN,280.0,289.85,265.2,269.5,5519316
2000-01-10,SESAGOA,120.5,120.85,116.0,119.0,20707
2000-01-10,SHREECEM,57.1,60.0,57.0,57.35,7001
2000-01-10,SUNPHARMA,1650.0,1697.0,1478.0,1531.85,4378
2000-01-10,TELCO,259.0,259.1,248.0,258.85,1720542
2000-01-10,TISCO,173.95,184.9,173.95,182.25,4642054
2000-01-10,TITAN,150.0,150.0,141.05,144.9,33100
2000-01-10,UTIBANK,25.05,26.5,25.0,25.0,64200
2000-01-10,WIPRO,2697.7,2913.5,2612.0,2701.35,40382
2000-01-10,ZEETELE,1026.25,1026.25,944.3,966.7,3942813
2000-01-11,ASIANPAINT,415.0,423.0,409.0,415.2,65570
2000-01-11,BAJAUTOFIN,42.0,42.0,39.5,40.1,5500
2000-01-11,BPCL,385.0,385.0,366.0,372.8,17112
2000-01-11,BRITANNIA,920.0,920.0,839.25,853.75,20635
2000-01-11,CIPLA,1225.0,1225.0,1109.45,1114.25,186975
2000-01-11,DRREDDY,1512.0,1529.0,1384.0,1446.6,89184
2000-01-11,EICHERMOT,62.8,64.0,60.3,61.6,107700
2000-01-11,GAIL,62.0,62.4,59.0,59.8,97101
2000-01-11,GRASIM,497.0,497.0,462.0,474.3,196177
2000-01-11,HCLTECH,1550.0,1725.0,1492.0,1554.45,1192200
2000-01-11,HDFC,290.0,292.0,273.25,283.85,337411
2000-01-11,HDFCBANK,166.5,167.9,157.0,163.4,145784
2000-01-11,HEROHONDA,1100.0,1135.0,1095.0,1125.1,11333
2000-01-11,HINDALC0,1022.0,1055.0,970.0,993.25,64490
2000-01-11,HINDLEVER,2450.0,2529.0,2390.0,2485.8,134411
2000-01-11,ICICIBANK,69.15,70.45,66.1,69.35,307601
2000-01-11,INDUSINDBK,28.0,28.0,26.0,26.35,186472
2000-01-11,INFOSYSTCH,13200.0,13800.0,12656.75,12656.75,122331
2000-01-11,IOC,250.0,256.0,235.05,239.75,39500
2000-01-11,ITC,902.0,952.0,866.1,883.7,2376154
2000-01-11,KOTAKMAH,180.2,180.2,176.8,176.8,15253
2000-01-11,M&M,514.0,537.0,510.1,532.8,250382
2000-01-11,ONGC,210.0,210.0,194.0,195.1,29200
2000-01-11,RELIANCE,307.95,310.95,283.85,288.5,12544322
2000-01-11,SBIN,266.8,267.0,247.95,247.95,2427606
2000-01-11,SESAGOA,118.0,118.2,113.35,114.55,20648
2000-01-11,SHREECEM,58.0,58.0,53.0,54.1,8923
2000-01-11,SUNPHARMA,1522.0,1580.0,1410.05,1507.2,27648
2000-01-11,TELCO,260.0,260.0,238.15,238.15,1207916
2000-01-11,TISCO,179.0,180.0,167.7,167.7,1705968
2000-01-11,TITAN,138.0,146.7,137.1,141.0,75600
2000-01-11,UTIBANK,24.25,24.8,23.0,23.2,91700
2000-01-11,WIPRO,2734.0,2789.0,2485.25,2485.45,46178
2000-01-11,ZEETELE,985.0,1044.0,891.0,1019.95,6802005
2000-01-12,ASIANPAINT,420.0,448.45,410.05,417.65,24854
2000-01-12,BAJAUTOFIN,40.0,40.0,39.0,39.0,1000
2000-01-12,BPCL,380.0,382.0,375.0,378.0,5783
2000-01-12,BRITANNIA,900.0,900.0,860.55,882.7,9312
2000-01-12,CIPLA,1185.0,1203.4,1185.0,1203.4,7416
2000-01-12,DRREDDY,1460.0,1540.0,1460.0,1490.9,31611
2000-01-12,EICHERMOT,62.0,65.25,61.15,63.95,62200
2000-01-12,GAIL,62.7,62.7,60.25,61.55,97974
2000-01-12,GRASIM,465.0,472.0,437.0,458.45,68421
2000-01-12,HCLTECH,1560.0,1678.85,1560.0,1678.85,344850
2000-01-12,HDFC,287.0,293.0,284.5,285.6,222537
2000-01-12,HDFCBANK,163.75,167.95,162.3,165.45,85952
2000-01-12,HEROHONDA,1176.0,1198.0,1150.0,1174.95,4353
2000-01-12,HINDALC0,1010.0,1017.0,960.0,971.35,11011
2000-01-12,HINDLEVER,2500.0,2684.7,2490.0,2647.8,177057
2000-01-12,ICICIBANK,69.0,74.9,69.0,74.9,88395
2000-01-12,INDUSINDBK,27.4,27.4,26.65,27.1,72140
2000-01-12,INFOSYSTCH,11950.0,13349.0,11766.0,13077.55,203074
2000-01-12,IOC,258.95,258.95,258.95,258.95,350
2000-01-12,ITC,905.0,924.0,870.3,888.35,616366
2000-01-12,KOTAKMAH,165.0,169.45,162.7,162.7,20558
2000-01-12,M&M,540.0,550.0,490.2,490.25,136009
2000-01-12,ONGC,204.95,209.8,200.0,202.2,16700
2000-01-12,RELIANCE,289.0,305.0,282.15,301.7,12109507
2000-01-12,SBIN,244.0,251.5,236.6,244.75,2805072
2000-01-12,SESAGOA,115.5,117.4,114.65,115.45,4995
2000-01-12,SHREECEM,53.4,54.8,53.0,54.75,2050
2000-01-12,SUNPHARMA,1471.0,1491.0,1386.65,1417.0,18892
2000-01-12,TELCO,240.0,246.0,229.0,240.25,938579
2000-01-12,TISCO,165.0,172.0,159.15,165.3,2337738
2000-01-12,TITAN,151.9,152.3,145.5,147.9,19711
2000-01-12,UTIBANK,22.6,24.5,22.6,24.0,32500
2000-01-12,WIPRO,2590.0,2608.0,2485.0,2562.9,20037
2000-01-12,ZEETELE,1035.0,1088.0,1035.0,1063.85,2968833
2000-01-13,ASIANPAINT,423.0,429.9,413.05,418.7,9169
2000-01-13,BAJAUTOFIN,40.0,41.0,38.5,39.5,1000
2000-01-13,BPCL,380.0,380.0,373.0,376.0,2297
2000-01-13,BRITANNIA,890.0,920.0,875.0,881.4,19526
2000-01-13,CIPLA,1299.7,1299.7,1281.2,1297.05,90379
2000-01-13,DRREDDY,1485.0,1545.0,1461.0,1477.45,39753
2000-01-13,EICHERMOT,65.0,66.0,60.45,61.25,83300
2000-01-13,GAIL,62.3,62.5,61.25,61.85,28151
2000-01-13,GRASIM,460.0,475.0,442.0,452.35,103720
2000-01-13,HCLTECH,1790.0,1813.2,1781.0,1813.2,53000
2000-01-13,HDFC,288.0,290.5,283.0,283.85,113238
2000-01-13,HDFCBANK,169.9,169.9,165.0,165.1,48276
2000-01-13,HEROHONDA,1198.0,1198.0,1140.0,1146.4,7221
2000-01-13,HINDALC0,965.0,1049.1,965.0,975.85,26722
2000-01-13,HINDLEVER,2699.0,2859.65,2650.0,2786.65,254508
2000-01-13,ICICIBANK,80.0,80.9,78.0,79.35,494679
2000-01-13,INDUSINDBK,27.0,27.5,26.55,26.7,89730
2000-01-13,INFOSYSTCH,13100.0,13149.0,12031.35,12090.6,156550
2000-01-13,IOC,279.7,279.7,268.0,272.5,8490
2000-01-13,ITC,900.0,936.0,871.0,879.75,667073
2000-01-13,KOTAKMAH,149.7,175.7,149.7,167.35,103323
2000-01-13,M&M,516.0,520.0,465.5,499.0,85954
2000-01-13,ONGC,202.0,202.95,198.0,198.85,45000
2000-01-13,RELIANCE,306.0,316.4,304.1,311.85,17076042
2000-01-13,SBIN,246.0,255.6,243.1,244.5,3226776
2000-01-13,SESAGOA,112.25,115.9,112.1,115.1,15911
2000-01-13,SHREECEM,53.75,53.95,52.7,52.95,4250
2000-01-13,SUNPHARMA,1400.0,1513.5,1361.0,1492.5,15735
2000-01-13,TELCO,243.0,245.0,231.6,235.45,565754
2000-01-13,TISCO,167.9,170.0,156.05,159.2,1584803
2000-01-13,TITAN,151.5,157.0,146.3,148.85,62777
2000-01-13,UTIBANK,24.5,24.5,23.1,23.6,48300
2000-01-13,WIPRO,2574.0,2620.0,2460.0,2480.25,19080
2000-01-13,ZEETELE,1073.0,1085.0,1012.7,1023.1,2251046
2000-01-14,ASIANPAINT,410.0,414.9,408.0,410.0,64603
2000-01-14,BAJAUTOFIN,39.0,40.5,39.0,39.9,1700
2000-01-14,BPCL,378.0,382.0,373.0,374.4,18856
2000-01-14,BRITANNIA,872.5,880.0,864.0,869.65,15675
2000-01-14,CIPLA,1299.0,1304.55,1220.0,1280.7,70729
2000-01-14,DRREDDY,1470.05,1510.0,1412.0,1473.5,46272
2000-01-14,EICHERMOT,64.9,64.95,60.3,62.35,36100
2000-01-14,GAIL,61.75,62.9,60.05,62.45,33125
2000-01-14,GRASIM,460.0,460.0,416.2,434.95,93774
2000-01-14,HCLTECH,1958.3,1958.3,1835.0,1958.3,270950
2000-01-14,HDFC,284.0,294.0,276.25,286.55,152322
2000-01-14,HDFCBANK,168.0,168.0,164.0,165.45,58152
2000-01-14,HEROHONDA,1194.0,1198.0,1157.5,1190.3,12898
2000-01-14,HINDALC0,980.0,988.0,925.0,944.1,15191
2000-01-14,HINDLEVER,2750.0,2777.0,2650.0,2702.1,120240
2000-01-14,ICICIBANK,78.0,80.8,75.0,79.0,703072
2000-01-14,INDUSINDBK,26.5,26.7,25.65,25.95,66070
2000-01-14,INFOSYSTCH,12249.0,12297.0,11203.0,12176.4,125313
2000-01-14,IOC,277.0,281.9,260.0,277.05,8508
2000-01-14,ITC,879.9,903.7,863.2,887.55,575381
2000-01-14,KOTAKMAH,169.0,177.0,156.15,159.85,31522
2000-01-14,M&M,500.0,525.0,490.1,519.0,79448
2000-01-14,ONGC,194.1,197.0,193.1,194.4,32600
2000-01-14,RELIANCE,309.5,321.65,309.5,316.3,13460592
2000-01-14,SBIN,245.0,245.0,238.1,239.2,1506543
2000-01-14,SESAGOA,113.55,114.0,111.35,113.9,3722
2000-01-14,SHREECEM,55.0,55.0,52.0,54.0,1480
2000-01-14,SUNPHARMA,1475.0,1603.0,1470.0,1578.35,15237
2000-01-14,TELCO,234.95,243.0,233.0,239.05,1024725
2000-01-14,TISCO,161.0,161.9,156.0,158.7,1541731
2000-01-14,TITAN,150.0,150.0,143.05,144.5,14332
2000-01-14,UTIBANK,24.0,24.2,22.5,23.25,30700
2000-01-14,WIPRO,2590.0,2590.0,2405.0,2497.85,20412
2000-01-14,ZEETELE,1030.0,1034.75,980.7,1001.85,2949092
2000-01-17,ASIANPAINT,420.0,421.0,401.0,411.35,7537
2000-01-17,BAJAUTOFIN,39.05,41.0,38.4,39.2,3100
2000-01-17,BPCL,379.0,379.0,372.0,375.85,133538
2000-01-17,BRITANNIA,880.0,890.0,870.0,875.95,7125
2000-01-17,CIPLA,1335.0,1340.0,1250.15,1270.05,54938
2000-01-17,DRREDDY,1515.0,1570.0,1495.0,1508.75,67750
2000-01-17,EICHERMOT,64.0,67.35,64.0,65.25,114100
2000-01-17,GAIL,63.5,64.45,62.0,63.8,82245
2000-01-17,GRASIM,434.0,453.5,434.0,450.9,122901
2000-01-17,HCLTECH,2115.0,2115.0,1801.65,1801.65,428800
2000-01-17,HDFC,302.0,309.5,295.0,302.2,500852
2000-01-17,HDFCBANK,174.0,178.7,172.05,178.7,137404
2000-01-17,HEROHONDA,1216.0,1285.55,1216.0,1285.55,44550
2000-01-17,HINDALC0,950.0,967.9,912.05,924.6,30094
2000-01-17,HINDLEVER,2748.9,2750.0,2545.1,2598.25,96539
2000-01-17,ICICIBANK,81.8,85.35,81.8,85.35,242095
2000-01-17,INDUSINDBK,27.95,28.05,27.95,28.05,122350
2000-01-17,INFOSYSTCH,12200.0,12885.0,11720.0,11870.9,141351
2000-01-17,IOC,284.0,289.95,260.0,265.65,4503
2000-01-17,ITC,904.95,904.95,816.55,817.35,1763903
2000-01-17,KOTAKMAH,169.0,170.0,150.15,153.5,27217
2000-01-17,M&M,538.0,560.55,538.0,560.55,163004
2000-01-17,ONGC,195.0,195.5,193.25,195.0,25500
2000-01-17,RELIANCE,318.25,322.9,307.05,308.75,10729180
2000-01-17,SBIN,244.4,251.0,232.3,235.9,4385887
2000-01-17,SESAGOA,114.05,117.5,114.05,115.55,7855
2000-01-17,SHREECEM,56.0,56.0,54.0,55.5,7210
2000-01-17,SUNPHARMA,1670.0,1704.65,1605.0,1704.65,11777
2000-01-17,TELCO,242.95,258.1,242.95,250.65,1482994
2000-01-17,TISCO,164.95,171.4,163.1,166.8,3326270
2000-01-17,TITAN,143.0,150.5,141.8,143.75,7947
2000-01-17,UTIBANK,24.5,25.15,24.25,25.15,82400
2000-01-17,WIPRO,2580.0,2697.7,2550.0,2697.7,27984
2000-01-17,ZEETELE,1022.0,1054.9,1011.1,1042.35,3526666
2000-01-18,ASIANPAINT,410.0,419.0,410.0,414.05,7656
2000-01-18,BAJAUTOFIN,39.5,40.0,38.05,38.3,3000
2000-01-18,BPCL,375.0,391.95,373.1,380.75,39481
2000-01-18,BRITANNIA,870.1,899.0,868.0,881.05,12526
2000-01-18,CIPLA,1294.0,1294.0,1200.0,1220.15,51691
2000-01-18,DRREDDY,1475.0,1475.0,1431.05,1450.35,44008
2000-01-18,EICHERMOT,65.55,66.5,62.5,65.55,75600
2000-01-18,GAIL,64.4,67.9,63.55,66.95,70485
2000-01-18,GRASIM,451.0,457.2,426.0,431.3,85911
2000-01-18,HCLTECH,1730.55,1815.0,1657.55,1774.5,359900
2000-01-18,HDFC,307.0,317.85,301.05,305.75,369304
2000-01-18,HDFCBANK,178.7,178.7,164.55,165.7,255652
2000-01-18,HEROHONDA,1339.0,1365.0,1270.0,1294.65,17246
2000-01-18,HINDALC0,930.0,930.0,891.1,914.45,36267
2000-01-18,HINDLEVER,2597.0,2608.0,2546.0,2561.45,89439
2000-01-18,ICICIBANK,88.1,88.1,82.0,84.8,332383
2000-01-18,INDUSINDBK,30.25,30.3,27.3,27.8,389710
2000-01-18,INFOSYSTCH,11739.7,12169.0,11325.0,11935.65,158523
2000-01-18,IOC,262.0,264.5,258.0,259.5,6395
2000-01-18,ITC,806.0,830.0,796.0,821.35,807421
2000-01-18,KOTAKMAH,148.25,158.9,147.3,149.5,40099
2000-01-18,M&M,570.0,595.95,550.25,573.95,293023
2000-01-18,ONGC,193.95,193.95,185.2,186.4,37300
2000-01-18,RELIANCE,309.0,318.95,305.55,314.2,10083321
2000-01-18,SBIN,236.9,241.0,233.75,236.45,2706614
2000-01-18,SESAGOA,111.55,115.25,111.55,114.05,12095
2000-01-18,SHREECEM,53.5,55.0,53.0,53.7,10663
2000-01-18,SUNPHARMA,1700.0,1718.0,1615.0,1644.75,5519
2000-01-18,TELCO,251.0,252.5,245.05,248.0,792347
2000-01-18,TISCO,166.9,176.0,163.25,172.8,3516827
2000-01-18,TITAN,142.05,144.8,135.75,139.2,35683
2000-01-18,UTIBANK,26.5,26.5,24.3,24.9,110400
2000-01-18,WIPRO,2740.0,2850.0,2600.0,2677.15,32443
2000-01-18,ZEETELE,1034.0,1039.0,1001.0,1009.3,2754298
2000-01-19,ASIANPAINT,425.0,430.0,417.5,419.35,28800
2000-01-19,BAJAUTOFIN,40.9,41.4,39.25,41.4,4500
2000-01-19,BPCL,381.3,389.8,375.0,376.85,41115
2000-01-19,BRITANNIA,889.0,911.0,889.0,900.85,14108
2000-01-19,CIPLA,1175.0,1219.9,1132.0,1203.85,132669
2000-01-19,DRREDDY,1490.0,1566.4,1465.0,1566.4,77430
2000-01-19,EICHERMOT,67.0,67.5,64.1,66.05,58100
2000-01-19,GAIL,70.0,70.0,65.0,65.8,119332
